paper_id,ref_title,ref_journal
15472450.2019.1643723,Development and evaluation of a cooperative vehicle intersection control algorithm under the connected vehicles environment,IEEE Transactions on Intelligent Transportation Systems
15472450.2019.1643723,Cumulative travel-time responsive real-time intersection control algorithm in the connected vehicle environment,Journal of Transportation Engineering
15472450.2019.1643723,Connected vehicle-based red-light running prediction for adaptive signalized intersections,Journal of Intelligent Transportation Systems
15472450.2019.1643723,"A real-time traffic signal control system: Architecture, algorithms, and analysis",Transportation Research Part C: Emerging Technologies
15472450.2019.1643723,Mode-specific travel time estimation using bluetooth technology,Journal of Intelligent Transportation Systems
15472450.2019.1643723,Optimizing the number and locations of freeway roadside equipment units for travel time estimation in a connected vehicle environment,Journal of Intelligent Transportation Systems
15472450.2019.1643723,Review of road traffic control strategies,NA
15472450.2019.1643723,New approach for calibrating Robertson’s platoon dispersion model,"Journal of Transportation Engineering, Part A: Systems"
15472450.2019.1643723,A decentralized adaptive traffic signal control using V2I communication data,"St. Louis, MO"
15472450.2019.1643723,Antenna characterization for Bluetooth-based travel time data collection,Journal of Intelligent Transportation Systems
15472450.2019.1643723,Comparing ant colony optimization and genetic algorithm approaches for solving traffic signal coordination under oversaturation conditions,Computer-Aided Civil and Infrastructure Engineering
15472450.2019.1643723,A linear time and space algorithm for optimal traffic-signal duration at an intersection,IEEE Transactions on Intelligent Transportation Systems
15472450.2019.1643723,Developing travel time estimation methods using sparse GPS data,Journal of Intelligent Transportation Systems
15472450.2019.1643723,Another look at platoon dispersion: 3. The recurrence relationship,Traffic Engineering and Control
15472450.2019.1643723,Controlled optimization of phases at an intersection,Transportation Science
15472450.2019.1643723,Connected and automated vehicle systems: Introduction and overview,Journal of Intelligent Transportation Systems
15472450.2019.1643723,Development of dynamic platoon dispersion models for predictive traffic signal control,IEEE Transactions on Intelligent Transportation Systems
15472450.2019.1643723,The Sydney coordinated adaptive traffic (SCAT) system philosophy and benefits,IEEE Transactions on Vehicular Technology
15472450.2019.1643723,New calculation method for existing and extended HCM delay estimation procedure,Proceedings of the 87th Annual Transportation Research Board Meeting
15472450.2019.1643723,Vehicle reidentification using multidetector fusion,IEEE Transactions on Intelligent Transportation Systems
15472450.2019.1643723,Development of road traffic control by using integrated VISSIM-MATLAB simulation environment,Periodica Polytechnica Civil Engineering
15472450.2019.1643723,Queue length estimation using connected vehicle technology for adaptive signal control,IEEE Transactions on Intelligent Transportation Systems
15472450.2019.1643723,Platoon recognition using connected vehicle technology,Journal of Intelligent Transportation Systems
15472450.2019.1643723,Advanced techniques for travel time data collection,Transportation Research Record: Journal of the Transportation Research Board
15472450.2019.1643723,Next Generation Simulation Program (NGSIM,Next Generation Simulation Program (NGSIM
15472450.2019.1643723,). A joint control model for connected vehicle platoon and arterial signal coordination,Journal of Intelligent Transportation Systems
15472450.2019.1643723,Dynamic speed-based signal offset optimization model within vehicle infrastructure integration environment,Control Theory and Applications
15472450.2019.1643723,Development and evaluation of bus lanes with intermittent and dynamic priority in connected vehicle environment,Journal of Intelligent Transportation Systems
15472450.2019.1643723,A genetic algorithm tutorial,Statistics and Computing
15472450.2019.1643723,"Isolated intersection control for various levels of vehicle technology: Conventional, connected, and automated vehicles",Transportation Research Part C: Emerging Technologies
15472450.2019.1643723,Multi-scale perimeter control approach in a connected-vehicle environment,Transportation Research Procedia
15472450.2019.1643723,Platoon dispersion model based on mixed phase distribution of speed,Journal of Transportation Systems Engineering and Information Technology
15472450.2019.1643723,A dynamic predictive traffic signal control framework in a cross-sectional vehicle infrastructure integration environment,IEEE Transactions on Intelligent Transportation Systems
15472450.2019.1643723,Corridor level cooperative trajectory optimization with connected and automated vehicles,Transportation Research Part C: Emerging Technologies
15472450.2019.1643723,Traffic intersection signal-planning multi-object optimization based on genetic algorithm,"Proceedings of the 2rd the International Workshop on Intelligent Systems and Applications,"
15472450.2019.1643723,Traffic signal control method for single intersection based on cooperated vehicle infrastructure system,Journal of Wuhan University of Technology
15472450.2019.1643723,A human-in-the-loop wireless warning message notification model and its application in connected vehicle systems,Journal of Intelligent Transportation Systems
15472450.2019.1643723,"). Estimation of queue lengths, probe vehicle penetration rates, and traffic volumes at signalized intersections using probe vehicle trajectories",Transportation Research Record: Journal of the Transportation Research Board
15472450.2019.1643723,Urban travel time reliability at different traffic conditions,Journal of Intelligent Transportation Systems
15472450.2019.1659793,Likelihood of a model and information criteria,Journal of Econometrics
15472450.2019.1659793,EMFAC2011-LDV user’s guide,NA
15472450.2019.1659793,California public road data: Statistical information derived from the highway performance monitoring system,NA
15472450.2019.1659793,Performance measurement system (PeMS),NA
15472450.2019.1659793,Bayesian models for reidentification of trucks over long distances on the basis of axle measurement data,Journal of Intelligent Transportation Systems
